Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Weighted Output
12.0,-187500.02235174447,-170895.9395761418,-115044.54047018773,-156810.98780763004,-187500.02235174447,-172667.78471085845,-187188.81901369322,0.15134529598345453
12.0,-187500.02235174447,-170895.9395761418,-115044.54047018773,-156810.98780763004,-187500.02235174447,-172667.78471085845,-187188.81901369322,0.15134529598345453
12.0,-187500.02235174447,-170895.9395761418,-115044.54047018773,-156810.98780763004,-187500.02235174447,-172667.78471085845,-187188.81901369322,0.15134529598345453
12.0,-187500.02235174447,-170895.9395761418,-115044.54047018773,-156810.98780763004,-187500.02235174447,-172667.78471085845,-187188.81901369322,0.15134529598345453
132.0,-187500.02235174447,-170817.95433973722,-114966.44347506088,-156646.94835507256,-187500.02235174447,-172460.02524614637,-187166.71313842692,0.1517810755175293
132.0,-187500.02235174447,-170817.95433973722,-114966.44347506088,-156646.94835507256,-187500.02235174447,-172460.02524614637,-187166.71313842692,0.1517810755175293
132.0,-187500.02235174447,-170817.95433973722,-114966.44347506088,-156646.94835507256,-187500.02235174447,-172460.02524614637,-187166.71313842692,0.1517810755175293
132.0,-187500.02235174447,-170817.95433973722,-114966.44347506088,-156646.94835507256,-187500.02235174447,-172460.02524614637,-187166.71313842692,0.1517810755175293
252.0,-187500.02235174447,-170158.0637881832,-114573.96919417015,-156313.4379760549,-187500.02235174447,-172471.67050500758,-187061.34701506462,0.15333675021177315
252.0,-187500.02235174447,-170158.0637881832,-114573.96919417015,-156313.4379760549,-187500.02235174447,-172471.67050500758,-187061.34701506462,0.15333675021177315
252.0,-187500.02235174447,-170158.0637881832,-114573.96919417015,-156313.4379760549,-187500.02235174447,-172471.67050500758,-187061.34701506462,0.15333675021177315
252.0,-187500.02235174447,-170158.0637881832,-114573.96919417015,-156313.4379760549,-187500.02235174447,-172471.67050500758,-187061.34701506462,0.15333675021177315
117.0,-33717.02536547487,-31258.020550968715,-187500.02235174447,-187500.02235174447,-187500.02235174447,-184595.30140105504,-187500.02235174447,0.25273689243036596
117.0,-33717.02536547487,-31258.020550968715,-187500.02235174447,-187500.02235174447,-187500.02235174447,-184595.30140105504,-187500.02235174447,0.25273689243036596
117.0,-33717.02536547487,-31258.020550968715,-187500.02235174447,-187500.02235174447,-187500.02235174447,-184595.30140105504,-187500.02235174447,0.25273689243036596
117.0,-33717.02536547487,-31258.020550968715,-187500.02235174447,-187500.02235174447,-187500.02235174447,-184595.30140105504,-187500.02235174447,0.25273689243036596
117.0,-33717.02536547487,-31258.020550968715,-187500.02235174447,-187500.02235174447,-187500.02235174447,-184595.30140105504,-187500.02235174447,0.25273689243036596
