Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Weighted Output
55.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-177669.36751238914,119391.5300836003,-182540.30436757856,0.25113927375506623
175.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-177889.3757330627,118900.17168523929,-182577.8552982635,0.2511107957789187
175.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-177889.3757330627,118900.17168523929,-182577.8552982635,0.2511107957789187
175.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-177889.3757330627,118900.17168523929,-182577.8552982635,0.2511107957789187
175.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-177889.3757330627,118900.17168523929,-182577.8552982635,0.2511107957789187
40.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
40.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
40.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
40.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
40.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
160.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
160.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
160.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
160.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
24.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
24.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
24.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
24.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
24.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
144.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
144.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
144.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
144.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
8.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
8.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
8.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
8.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
129.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-178294.21052863725,115996.61302526153,-182520.36661152443,0.25121190566872864
129.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-178294.21052863725,115996.61302526153,-182520.36661152443,0.25121190566872864
129.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-178294.21052863725,115996.61302526153,-182520.36661152443,0.25121190566872864
129.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-178294.21052863725,115996.61302526153,-182520.36661152443,0.25121190566872864
129.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-178294.21052863725,115996.61302526153,-182520.36661152443,0.25121190566872864
249.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-178289.47195881273,115507.84742925734,-182508.1849107963,0.2512315520369383
249.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-178289.47195881273,115507.84742925734,-182508.1849107963,0.2512315520369383
249.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-178289.47195881273,115507.84742925734,-182508.1849107963,0.2512315520369383
249.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-178289.47195881273,115507.84742925734,-182508.1849107963,0.2512315520369383
113.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-178296.9374414608,115029.4977461693,-182489.40944545384,0.25125751687550424
113.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-178296.9374414608,115029.4977461693,-182489.40944545384,0.25125751687550424
113.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-178296.9374414608,115029.4977461693,-182489.40944545384,0.25125751687550424
113.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-178296.9374414608,115029.4977461693,-182489.40944545384,0.25125751687550424
233.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-178290.09780765747,114561.42986553072,-182444.6612530543,0.25130873548236904
233.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-178290.09780765747,114561.42986553072,-182444.6612530543,0.25130873548236904
233.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-178290.09780765747,114561.42986553072,-182444.6612530543,0.25130873548236904
233.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-178290.09780765747,114561.42986553072,-182444.6612530543,0.25130873548236904
233.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-178290.09780765747,114561.42986553072,-182444.6612530543,0.25130873548236904
98.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
98.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
98.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
98.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
218.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0
