Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Weighted Output
40.0,-21999.54801792479,-187500.02235174447,-169720.03665209256,-159420.46456580932,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.060669638388085236
40.0,-21999.54801792479,-187500.02235174447,-169720.03665209256,-159420.46456580932,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.060669638388085236
40.0,-21999.54801792479,-187500.02235174447,-169720.03665209256,-159420.46456580932,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.060669638388085236
40.0,-21999.54801792479,-187500.02235174447,-169720.03665209256,-159420.46456580932,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.060669638388085236
160.0,-21983.834741572708,-187500.02235174447,-169543.1672982177,-159235.57093567503,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.060898160776469513
160.0,-21983.834741572708,-187500.02235174447,-169543.1672982177,-159235.57093567503,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.060898160776469513
160.0,-21983.834741572708,-187500.02235174447,-169543.1672982177,-159235.57093567503,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.060898160776469513
160.0,-21983.834741572708,-187500.02235174447,-169543.1672982177,-159235.57093567503,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.060898160776469513
24.0,-21962.95821225145,-187500.02235174447,-169331.00453984793,-159014.9368661567,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.061263636843873176
24.0,-21962.95821225145,-187500.02235174447,-169331.00453984793,-159014.9368661567,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.061263636843873176
24.0,-21962.95821225145,-187500.02235174447,-169331.00453984793,-159014.9368661567,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.061263636843873176
24.0,-21962.95821225145,-187500.02235174447,-169331.00453984793,-159014.9368661567,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.061263636843873176
144.0,-21918.791165207764,-187500.02235174447,-169149.19545044846,-158805.05398572137,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.06150503531343404
144.0,-21918.791165207764,-187500.02235174447,-169149.19545044846,-158805.05398572137,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.06150503531343404
144.0,-21918.791165207764,-187500.02235174447,-169149.19545044846,-158805.05398572137,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.06150503531343404
144.0,-21918.791165207764,-187500.02235174447,-169149.19545044846,-158805.05398572137,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.06150503531343404
144.0,-21918.791165207764,-187500.02235174447,-169149.19545044846,-158805.05398572137,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.06150503531343404
9.0,-187500.02235174447,-187500.02235174447,-34265.49247091919,-18050.173586627672,-187500.02235174447,-187500.02235174447,-73100.39676432572,0.40876564179705843
9.0,-187500.02235174447,-187500.02235174447,-34265.49247091919,-18050.173586627672,-187500.02235174447,-187500.02235174447,-73100.39676432572,0.40876564179705843
9.0,-187500.02235174447,-187500.02235174447,-34265.49247091919,-18050.173586627672,-187500.02235174447,-187500.02235174447,-73100.39676432572,0.40876564179705843
9.0,-187500.02235174447,-187500.02235174447,-34265.49247091919,-18050.173586627672,-187500.02235174447,-187500.02235174447,-73100.39676432572,0.40876564179705843
129.0,-187500.02235174447,-187500.02235174447,-34125.81641981798,-17947.087341199796,-187500.02235174447,-187500.02235174447,-73151.0681690059,0.4086332116168838
129.0,-187500.02235174447,-187500.02235174447,-34125.81641981798,-17947.087341199796,-187500.02235174447,-187500.02235174447,-73151.0681690059,0.4086332116168838
129.0,-187500.02235174447,-187500.02235174447,-34125.81641981798,-17947.087341199796,-187500.02235174447,-187500.02235174447,-73151.0681690059,0.4086332116168838
129.0,-187500.02235174447,-187500.02235174447,-34125.81641981798,-17947.087341199796,-187500.02235174447,-187500.02235174447,-73151.0681690059,0.4086332116168838
192.0,-21825.584390829135,-187500.02235174447,-168702.5628927425,-158307.63826461296,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.06217524693390459
249.0,-187500.02235174447,-187500.02235174447,-33976.10443545633,-17852.42770343157,-187500.02235174447,-187500.02235174447,-73203.90769289824,0.40851252514371816
249.0,-187500.02235174447,-187500.02235174447,-33976.10443545633,-17852.42770343157,-187500.02235174447,-187500.02235174447,-73203.90769289824,0.40851252514371816
249.0,-187500.02235174447,-187500.02235174447,-33976.10443545633,-17852.42770343157,-187500.02235174447,-187500.02235174447,-73203.90769289824,0.40851252514371816
