Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Weighted Output,State
12.0,-187500.02235174447,-170895.9395761418,-115044.54047018773,-156810.98780763004,-187500.02235174447,-172667.78471085845,-187188.8190136932,0.1513452959834545,F
12.0,-187500.02235174447,-170895.9395761418,-115044.54047018773,-156810.98780763004,-187500.02235174447,-172667.78471085845,-187188.8190136932,0.1513452959834545,F
12.0,-187500.02235174447,-170895.9395761418,-115044.54047018773,-156810.98780763004,-187500.02235174447,-172667.78471085845,-187188.8190136932,0.1513452959834545,F
12.0,-187500.02235174447,-170895.9395761418,-115044.54047018773,-156810.98780763004,-187500.02235174447,-172667.78471085845,-187188.8190136932,0.1513452959834545,F
132.0,-187500.02235174447,-170817.95433973722,-114966.44347506088,-156646.94835507256,-187500.02235174447,-172460.02524614637,-187166.7131384269,0.1517810755175293,F
132.0,-187500.02235174447,-170817.95433973722,-114966.44347506088,-156646.94835507256,-187500.02235174447,-172460.02524614637,-187166.7131384269,0.1517810755175293,F
132.0,-187500.02235174447,-170817.95433973722,-114966.44347506088,-156646.94835507256,-187500.02235174447,-172460.02524614637,-187166.7131384269,0.1517810755175293,F
132.0,-187500.02235174447,-170817.95433973722,-114966.44347506088,-156646.94835507256,-187500.02235174447,-172460.02524614637,-187166.7131384269,0.1517810755175293,F
252.0,-187500.02235174447,-170158.0637881832,-114573.96919417016,-156313.4379760549,-187500.02235174447,-172471.67050500758,-187061.34701506465,0.1533367502117731,F
252.0,-187500.02235174447,-170158.0637881832,-114573.96919417016,-156313.4379760549,-187500.02235174447,-172471.67050500758,-187061.34701506465,0.1533367502117731,F
252.0,-187500.02235174447,-170158.0637881832,-114573.96919417016,-156313.4379760549,-187500.02235174447,-172471.67050500758,-187061.34701506465,0.1533367502117731,F
252.0,-187500.02235174447,-170158.0637881832,-114573.96919417016,-156313.4379760549,-187500.02235174447,-172471.67050500758,-187061.34701506465,0.1533367502117731,F
117.0,-33717.02536547487,-31258.020550968715,-187500.02235174447,-187500.02235174447,-187500.02235174447,-184595.30140105504,-187500.02235174447,0.2527368924303659,F
117.0,-33717.02536547487,-31258.020550968715,-187500.02235174447,-187500.02235174447,-187500.02235174447,-184595.30140105504,-187500.02235174447,0.2527368924303659,F
117.0,-33717.02536547487,-31258.020550968715,-187500.02235174447,-187500.02235174447,-187500.02235174447,-184595.30140105504,-187500.02235174447,0.2527368924303659,F
