Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Weighted Output,State
162.0,-170898.6888407098,-164330.85224996237,-126916.49072366844,93612.50324398318,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0841685176767952,F
162.0,-170898.6888407098,-164330.85224996237,-126916.49072366844,93612.50324398318,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0841685176767952,F
162.0,-170898.6888407098,-164330.85224996237,-126916.49072366844,93612.50324398318,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0841685176767952,F
27.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,41345.51928585998,0.2946859903381642,F
27.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,41345.51928585998,0.2946859903381642,F
27.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,41345.51928585998,0.2946859903381642,F
27.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,41345.51928585998,0.2946859903381642,F
27.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,41345.51928585998,0.2946859903381642,F
147.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,40455.87515304985,0.2946859903381642,F
147.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,40455.87515304985,0.2946859903381642,F
147.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,40455.87515304985,0.2946859903381642,F
147.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,40455.87515304985,0.2946859903381642,F
11.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,39580.35732273547,0.2946859903381642,F
11.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,39580.35732273547,0.2946859903381642,F
11.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,39580.35732273547,0.2946859903381642,F
11.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,39580.35732273547,0.2946859903381642,F
11.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,39580.35732273547,0.2946859903381642,F
131.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,38701.687896452895,0.2946859903381642,F
131.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,38701.687896452895,0.2946859903381642,F
131.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,38701.687896452895,0.2946859903381642,F
131.0,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,38701.687896452895,0.2946859903381642,F
252.0,-170464.46150117656,-163910.41593675804,-126793.31025997525,91000.478386936,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0855359312481203,F
252.0,-170464.46150117656,-163910.41593675804,-126793.31025997525,91000.478386936,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0855359312481203,F
252.0,-170464.46150117656,-163910.41593675804,-126793.31025997525,91000.478386936,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0855359312481203,F
252.0,-170464.46150117656,-163910.41593675804,-126793.31025997525,91000.478386936,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0855359312481203,F
116.0,-170473.22338500302,-163743.33664695462,-126743.73409077336,90481.22501149475,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0859012544756987,F
116.0,-170473.22338500302,-163743.33664695462,-126743.73409077336,90481.22501149475,-187500.02235174447,-187500.02235174447,-187500.02235174447,0.0859012544756987,F
